"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
2162|220386|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
2162|93926|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
2162|93925|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
2162|93924|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|576|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|199|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|783|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|904|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|908|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1078|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|847|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2052|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|84|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|239|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2512|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|475|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|528|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|337|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2479|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|464738|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|464306|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
464306|464311|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
464306|268261|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|529665|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|300573|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|480907|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|480898|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|480880|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|477817|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|477993|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|476126|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|505248|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|90650|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|502434|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|502437|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2919|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2896|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1964|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1236|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457395|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457365|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457359|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457284|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457279|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457485|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457240|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|457193|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|502430|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|500163|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
500163|500166|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
500163|94065|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|138|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|500533|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|562569|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|562559|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|562528|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|557003|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|580940|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|565858|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|506358|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|529965|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|529962|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|544503|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|556955|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3338|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1662|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2710|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|589442|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|505237|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2117|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3055|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3082|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2745|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2729|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1123|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1383|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1129|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1272|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3051|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2427|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2015|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2898|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2519|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3074|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1778|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1277|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3473|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3455|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3448|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3434|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3433|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3412|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3409|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3404|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3369|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3304|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3293|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3270|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3255|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3242|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
3242|93950|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
3242|93947|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
3242|93946|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
3242|93945|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3224|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3219|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3199|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3186|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3164|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3134|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3132|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3121|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3080|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3079|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3044|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3041|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3038|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2988|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2985|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2921|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2920|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2872|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2871|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2865|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2804|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2743|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2736|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2714|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2712|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2707|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2673|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2658|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2617|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2608|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2588|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2533|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2528|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2522|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2521|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2515|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2511|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2489|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2471|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2463|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2462|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2461|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2429|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2409|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2332|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2328|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2323|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2322|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2316|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2315|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2282|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2261|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2234|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1051|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2213|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2172|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2166|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2152|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2139|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2136|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2115|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2107|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2083|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2067|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2059|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2044|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2824|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2008|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1973|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1970|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1825|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1788|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1786|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1777|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1548|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1514|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1512|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2701|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3078|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|2058|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1891|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|79156|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|83472|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|481152|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|261323|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|97360|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|90652|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|436003|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|420179|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|401986|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|398073|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
398073|398069|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
398073|398079|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
398073|171829|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|289553|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|221139|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|99741|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|69737|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|65759|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|52022|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|46627|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|42775|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|198|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|99812|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|276630|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|436245|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|436151|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|247262|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|137831|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|77298|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|50815|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|75496|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|79094|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|36367|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|50811|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|60040|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|50810|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|48652|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|48471|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|171680|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|102011|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102011|86822|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102011|86821|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102011|2671|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
2671|583602|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
2671|583612|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
2671|583607|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|102010|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102010|452|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102010|2995|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102010|2510|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102010|1528|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|102009|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102009|95232|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102009|1084|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102009|531|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102009|2148|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102009|572013|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|86823|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
86823|100016|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
86823|100015|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
86823|100014|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
86823|100013|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
86823|100012|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
86823|100011|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|51577|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
51577|352687|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
352687|370997|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
352687|588|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
352687|899|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
352687|272|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
51577|352682|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
48471|1083|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
1083|89844|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|228384|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|397695|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|397612|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|391307|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|371364|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|370930|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|370927|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|370010|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|369950|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|369891|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|369837|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|364577|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|364028|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|811|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363741|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363705|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363686|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363680|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363659|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363611|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363444|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|357175|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|357001|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|352577|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|352490|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|329802|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|329332|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|329224|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|324761|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|572761|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|468631|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|329228|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|319675|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|319671|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|85172|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|2637|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|2636|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|2643|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|2554|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
324761|808|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|324540|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|324416|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|319182|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|319171|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|314679|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|314585|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
314585|314588|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
314585|1707|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|314575|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|314034|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|313795|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|313781|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|300496|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|300305|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|293843|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|293642|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
293642|293725|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
293642|293707|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
293642|3047|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
293642|2728|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
293642|1620|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|289522|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|284180|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|284160|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|280633|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|261494|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
261494|261652|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
261494|96147|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|254519|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
254519|254534|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
254519|254528|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
254519|96334|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|250977|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|228426|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|221120|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|217385|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|217377|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|217346|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|217340|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|217017|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|199318|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|141333|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|97297|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|96169|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
96169|363965|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
96169|363958|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|96125|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|94066|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|87876|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|86818|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85335|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85329|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85326|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85325|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85322|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85321|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85319|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85317|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85293|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85287|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|137634|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85286|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85284|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85283|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85280|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85279|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85278|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85276|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85275|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85274|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85273|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85202|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|83617|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|79113|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|75389|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|73246|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|66629|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|66625|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|56305|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|56304|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|52503|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|52055|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|48431|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|35981|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
35981|268943|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
268943|268947|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
268943|101071|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
35981|268940|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
268940|208447|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
268940|208444|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
